Site code,Site name,Island,Habitat (general),Year,Month,Sampling method,Sample number,Sample code,MF,Species,Family,Order (new),Class,N/E/I,Trophic,Adults
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,66,Amischa analis (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,5
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,15
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,27
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,344,Sitona discoideus Gyllenhal,Curculionidae,Coleoptera,Insecta,I,H,5
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,761,Pachygnatha degeeri Sundevall,Tetragnathidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,890,Euscelidius variegatus (Kirschbaum),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S02,PTS-ETHY-S02,1016,Onthophagus vacca (Linnaeus),Scarabaeidae,Coleoptera,Insecta,I,S,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,6
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,25
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,344,Sitona discoideus Gyllenhal,Curculionidae,Coleoptera,Insecta,I,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,385,Calosoma olivieri Dejean,Carabidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S03,PTS-ETHY-S03,890,Euscelidius variegatus (Kirschbaum),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,24,Mermessus fradeorum (Berland),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,8
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,65,Sericoderus lateralis (Gyllenhal),Corylophidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,17
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,333,Ostearius melanopygius (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S04,PTS-ETHY-S04,344,Sitona discoideus Gyllenhal,Curculionidae,Coleoptera,Insecta,I,H,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,8
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,65,Sericoderus lateralis (Gyllenhal),Corylophidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,8
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,9
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,13
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,10
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,260,Prinerigone vagans (Audouin),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,328,Litargus balteatus Le Conte,Mycetophagidae,Coleoptera,Insecta,I,F,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,333,Ostearius melanopygius (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,888,Gen. sp.1,Ptiliidae,Coleoptera,Insecta,I,S,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S05,PTS-ETHY-S05,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,33,Homalenotus coriaceus (Simon),Phalangiidae,Opiliones,Arachnida,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,6
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,66,Amischa analis (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,6
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,5
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,5
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,395,Psylliodes marcidus (Illiger),Chrysomelidae,Coleoptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S06,PTS-ETHY-S06,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,21,Tenuiphantes tenuis (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,5
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,266,Chaetocnema hortensis (Fourcroy),Chrysomelidae,Coleoptera,Insecta,I,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,308,Stelidota geminata (Say),Nitidulidae,Coleoptera,Insecta,I,S,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,333,Ostearius melanopygius (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,769,Heteroderes vagus Candèze,Elateridae,Coleoptera,Insecta,I,S,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S07,PTS-ETHY-S07,1006,Lithobius sp.2,Lithobiidae,Lithobiomorpha ,Chilopoda,N?,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,230,Nabis pseudoferus ibericus Remane,Nabidae,Hemiptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,7
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,19
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,761,Pachygnatha degeeri Sundevall,Tetragnathidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S08,PTS-ETHY-S08,890,Euscelidius variegatus (Kirschbaum),Cicadellidae,Hemiptera,Insecta,N,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,19
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,21
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,333,Ostearius melanopygius (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,344,Sitona discoideus Gyllenhal,Curculionidae,Coleoptera,Insecta,I,H,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S09,PTS-ETHY-S09,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,24,Mermessus fradeorum (Berland),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,8
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,230,Nabis pseudoferus ibericus Remane,Nabidae,Hemiptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,11
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,13
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,4
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,333,Ostearius melanopygius (O.P.-Cambridge),Linyphiidae,Araneae,Arachnida,I,P,6
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,6
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,761,Pachygnatha degeeri Sundevall,Tetragnathidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S10,PTS-ETHY-S10,888,Gen. sp.1,Ptiliidae,Coleoptera,Insecta,I,S,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,9,Ommatoiulus moreletii (Lucas),Julidae,Julida,Diplopoda,I,H,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,33,Homalenotus coriaceus (Simon),Phalangiidae,Opiliones,Arachnida,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,2
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,8
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,12
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,246,Erigone dentipalpis (Wider),Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,262,Rugilus orbiculatus orbiculatus (Paykull),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,352,Euborellia annulipes (Lucas),Anisolabididae,Dermaptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,926,Anoscopus albifrons (Linnaeus),Cicadellidae,Hemiptera,Insecta,N,H,3
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S11,PTS-ETHY-S11,1016,Onthophagus vacca (Linnaeus),Scarabaeidae,Coleoptera,Insecta,I,S,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,17,Pardosa acorensis Simon,Lycosidae,Araneae,Arachnida,E ,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,33,Homalenotus coriaceus (Simon),Phalangiidae,Opiliones,Arachnida,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,52,Cordalia obscura (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,31
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,66,Amischa analis (Gravenhorst),Staphylinidae,Coleoptera,Insecta,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,88,Ocypus olens (Muller),Staphylinidae,Coleoptera,Insecta,N,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,233,Oedothorax fuscus (Blackwall),Linyphiidae,Araneae,Arachnida,I,P,16
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,234,Erigone autumnalis Emerton,Linyphiidae,Araneae,Arachnida,I,P,1
TER-AGUA-T114,Pastagem intensiva baixa 2,TER,Pasture - intensive,2007,August,Pitfall solution,S12,PTS-ETHY-S12,245,Eumodicogryllus bordigalensis (Latreille),Gryllidae,Orthoptera,Insecta,I,S,3
